ID,PROGRAMA,N_PERIODOS,SECUENCIA_ESTADOS,SECUENCIA_TRANSICIONES,ESTADO_FINAL_PRED,ESTADO_FINAL_REAL,N_ANOMALIAS
T00054321,INGENIERIA ELECTRICA,2,Primera vez en una carrera -> PAP,bc,Grado,Grado,0
T00054322,INGENIERIA INDUSTRIAL,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00054323,INGENIERIA INDUSTRIAL,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00054324,INGENIERIA NAVAL,3,Primera vez en una carrera -> PAP -> PAT,bbc,Grado,Grado,0
T00054326,INGENIERIA DE SISTEMAS,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00054328,INGENIERIA ELECTRICA,13,Primera vez en una carrera -> Continuo regular -> PAP -> PAT -> Recuperacion academica -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> PAT -> Continuo regular -> Continuo regular,abbeaaaabbaac,Grado,Grado,0
T00054329,INGENIERIA INDUSTRIAL,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00054330,FINANZAS Y NEGOCIOS INTERNACIO,11,Primera vez en una carrera -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,abaaaaaaaac,Grado,Grado,0
T00054331,INGENIERIA MECANICA,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00054332,PSICOLOGIA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aabaaaaaaac,Grado,Grado,0
T00054333,INGENIERIA MECANICA,11,Primera vez en una carrera -> PAP -> Continuo regular -> PAP -> PAT -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,babbaaaaaac,Grado,Grado,0
T00054334,INGENIERIA NAVAL,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00054335,PSICOLOGIA,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00054336,COMUNICACION SOCIAL,8,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaac,Grado,Grado,0
T00054337,INGENIERIA MECANICA,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00054338,INGENIERIA ELECTRONICA,12,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaaac,Grado,Grado,0
T00054339,INGENIERIA MECATRONICA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00054340,INGENIERIA NAVAL,12,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaaac,Grado,Grado,0
T00054342,INGENIERIA INDUSTRIAL,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00054343,INGENIERIA CIVIL,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> PAP,aaaaaaaabc,Grado,Grado,0
T00054345,INGENIERIA ELECTRONICA,13,Primera vez en una carrera -> PAP -> PAT -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,bbabaaaaaaaac,Grado,Grado,0
T00054346,INGENIERIA MECANICA,1,Primera vez en una carrera,k,Final,Final,0
T00054347,PSICOLOGIA,3,Primera vez en una carrera -> Continuo regular -> PAP,abc,Grado,Grado,0
T00054348,INGENIERIA INDUSTRIAL,3,Primera vez en una carrera -> Continuo regular -> PAP,abc,Grado,Grado,0
T00054349,INGENIERIA MECATRONICA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00054350,INGENIERIA MECANICA,12,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaaac,Grado,Grado,0
T00054351,INGENIERIA MECATRONICA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00054352,INGENIERIA MECATRONICA,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aabaaaaaac,Grado,Grado,0
T00054354,COMUNICACION SOCIAL,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00054355,INGENIERIA DE SISTEMAS,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00054357,ADMINISTRACION DE EMPRESAS,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00054358,INGENIERIA NAVAL,2,Primera vez en una carrera -> PAP,bk,Final,Final,0
T00054359,FINANZAS Y NEGOCIOS INTERNACIO,11,Primera vez en una carrera -> Continuo regular -> PAP -> PAT -> Recuperacion academica -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,abbeaaaaaac,Grado,Grado,0
T00054362,COMUNICACION SOCIAL,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00054363,FINANZAS Y NEGOCIOS INTERNACIO,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00054365,ECONOMIA,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00054367,INGENIERIA NAVAL,13,Primera vez en una carrera -> PAP -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular,baabaaaaabaac,Grado,Grado,0
T00054368,ADMINISTRACION DE EMPRESAS,13,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaaaac,Grado,Grado,0
T00054369,INGENIERIA MECATRONICA,1,Primera vez en una carrera,c,Grado,Grado,0
T00054372,INGENIERIA CIVIL,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00054373,INGENIERIA NAVAL,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaabaaaaaac,Grado,Grado,0
T00054374,ADMINISTRACION DE EMPRESAS,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00054376,INGENIERIA NAVAL,3,Primera vez en una carrera -> PAP -> PAT,bbc,Grado,Grado,0
T00054377,INGENIERIA QUIMICA,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00054378,PSICOLOGIA,6,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular,aaabac,Grado,Grado,0
T00054379,INGENIERIA MECATRONICA,12,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular,aaaaaaaaabac,Grado,Grado,0
T00054380,DERECHO,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00054381,INGENIERIA CIVIL,10,Primera vez en una carrera -> PAP -> PAT -> Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,bbeaaaaaac,Grado,Grado,0
T00054383,INGENIERIA MECATRONICA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00054384,ADMINISTRACION DE EMPRESAS,1,Primera vez en una carrera,k,Final,Final,0
T00054385,INGENIERIA NAVAL,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00054386,INGENIERIA MECATRONICA,12,Primera vez en una carrera -> PAP -> Primera vez en una carrera -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> PAP,bbabkaaaaabc,Grado,Grado,0
T00054387,CIENCIA POLITICA Y RELAC INTER,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00054390,INGENIERIA AMBIENTAL,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00054391,CONTADURIA PUBLICA,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00054392,INGENIERIA AMBIENTAL,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> PAP -> PAT -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aabbaaaaac,Grado,Grado,0
T00054393,PSICOLOGIA,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaabkaaac,Grado,Grado,0
T00054394,INGENIERIA ELECTRONICA,12,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaaac,Grado,Grado,0
T00054396,INGENIERIA MECATRONICA,1,Primera vez en una carrera,k,Final,Final,0
T00054397,INGENIERIA INDUSTRIAL,3,Primera vez en una carrera -> Continuo regular -> PAP,abc,Grado,Grado,0
T00054398,DERECHO,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00054399,ADMINISTRACION DE EMPRESAS,11,Primera vez en una carrera -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,abaaaaaaaac,Grado,Grado,0
T00054400,CONTADURIA PUBLICA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00054401,INGENIERIA CIVIL,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00054402,INGENIERIA CIVIL,1,Primera vez en una carrera,k,Final,Final,0
T00054404,INGENIERIA CIVIL,4,Primera vez en una carrera -> Primera vez en una carrera -> Primera vez en una carrera -> Continuo regular,bkac,Grado,Grado,0
T00054405,INGENIERIA MECATRONICA,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00054406,PSICOLOGIA,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaakaaaac,Grado,Grado,0
T00054408,INGENIERIA MECANICA,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00054409,ADMINISTRACION DE EMPRESAS,1,Primera vez en una carrera,k,Final,Final,0
T00054411,INGENIERIA MECATRONICA,7,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaac,Grado,Grado,0
T00054412,INGENIERIA CIVIL,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00054414,INGENIERIA MECANICA,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00054416,INGENIERIA MECATRONICA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00054418,INGENIERIA MECATRONICA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00054419,INGENIERIA NAVAL,4,Primera vez en una carrera -> Primera vez en una carrera -> Continuo regular -> Continuo regular,kaac,Grado,Grado,0
T00054421,PSICOLOGIA,8,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaac,Grado,Grado,0
T00054422,FINANZAS Y NEGOCIOS INTERNACIO,1,Primera vez en una carrera,c,Grado,Grado,0
